,Material_Code,Material_Description,Certification,Moulding_Type,Product_Type,Base_Type,Shelflife,Base_Type_Categories,Base_Type_Description,Product_Type_Categories,Product_Type_Description,Moulding_Type_Segments,Moulding_Type_Description
2530,PRAMANO-21C,BC 20KG/EA 33EA/PAL,HALA,bucket/box over 15 kg,praline paste,Nuts,12,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,A smooth hazelnut-based paste used in pralines and confectionery.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
2531,PRAMANO-668,96_FU: PRAMANO-21C_BC 30KG/EA 18EA/PAL,HALA,bucket/box over 15 kg,praline paste,Nuts,12,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,A smooth hazelnut-based paste used in pralines and confectionery.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
2534,YYD-A90591-000,BC LIQUID,HALA,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2535,YYD-L9546-000,BC LIQUID,HALA,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2551,NCT-PERU-NFAIR-748,BC PERU BIONOP FT 65KG/BG 15BG/PAL,ORNA;OREU;FTCT,big bags,Beans cocoa,Natural,99,Cocoa,"Unprocessed cocoa retaining its raw, natural characteristics.",Cocoa,Whole cocoa beans used in chocolate production or sold as nibs.,"Bakery and Pastry, Confectionary, Ice cream and Desserts",Large bulk packaging for industrial use in large-scale production.
2556,CHM-EZ-W284AU-74B,BC EASYMELT 15KG/BOX 48BOX/PAL,HALA,Easymelt,chocolate,Milk,18,"Chocolate, Compounds","Milk chocolates with a smooth and creamy taste, used widely in confectionery.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
2557,CHM-T82NOPZL-211,BC CONTAINER 1.000KG/EA 1EA/PAL,ORNE;OREU,container hoyer,chocolate,Milk,1,"Chocolate, Compounds","Milk chocolates with a smooth and creamy taste, used widely in confectionery.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
2558,CHW-R9398-000,BC LIQUID,HALA,Liquid,chocolate,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2559,CHW-RA-2455-000,BC LIQUID,HALA,Liquid,chocolate,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2560,CHW-T91331-000,BC LIQUID,HALA,Liquid,chocolate,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2561,CHW-T92332-000,BC LIQUID,HALA,Liquid,chocolate,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2564,FWF-517CARA-000,CR CARMAMELLA LIQUID,HALA,Liquid,filling waterbased,Flavoured based on white!,1,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,Water-based filling used for lightweight confectionery and pastries.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2565,FWF-517CARA-642,CR CARMAMELLA 6KG/EA 72EA/PAL,HALA,bucket/box up to 15 kg,filling waterbased,Flavoured based on white!,12,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,Water-based filling used for lightweight confectionery and pastries.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
2566,FWF-517CARA-642,CR CARMAMELLA 6KG/EA 72EA/PAL,HALA,bucket/box up to 15 kg,filling waterbased,Flavoured based on white!,12,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,Water-based filling used for lightweight confectionery and pastries.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
2567,FWF-518-000,CR CARAMELMASSE ZF LIQUID,HALA,Liquid,filling waterbased,Flavoured based on white!,1,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,Water-based filling used for lightweight confectionery and pastries.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2568,ILD-V511-000,BC LIQUID,HALA,Liquid,compound lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,"Lauric-based compound with quick setting properties, ideal for coatings and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2571,FMD-E2051-000,BC LIQUID,SPM,Liquid,filling mixed,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,A mixed filling combining different ingredients for unique textures and flavors.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2573,FND-J44CACAOSP-000,CB LIQUID,SPM;HALA,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2574,CHD-N035BURD-Z23,CR DARK BOURBON 51% BLOCKS 506KG/EA,HALA;1999,block medium up to 2.5 kg,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Medium blocks used for melting, tempering, and further processing."
2575,CHD-N035BURDE6-127,CR DARK BOURBON 51% BLOCKS 2KG/UC,HALA;1001,block medium up to 2.5 kg,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Medium blocks used for melting, tempering, and further processing."
2576,CHD-O030BURBE6-127,CR DARK BOURBON 50% BLOCKS 2KG/UC,1001;HALA,block medium up to 2.5 kg,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Medium blocks used for melting, tempering, and further processing."
2577,CHD-O030BURBE6-Z72,CR DARK BOURBON 50% EASYMELT 5KG/UC,1001;HALA,Easymelt,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
2578,CHD-Q65ACTICOA-558,96_BC CALLETS 10KG/UC 2UC/BOX 30BOX/PAL,HALA,callets over 1.5 kg,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Ice cream and Desserts","Chocolate pieces, typically used for premium decorative applications."
2579,CHD-SC-811NV-U92,CA SHINY CALLETS 700KG/BG 1BG/PAL,1999;HALA,shiny callets,chocolate,Dark,12,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","High-gloss chocolate pieces, typically used for premium decorative applications."
2580,CHD-SP-1-413,96_BC VERMICELLI/SPLITTER 20KG/BOX,HALA,vermicelli/splitter medium,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Ice cream and Desserts","Fine strands of chocolate, often used as decorations or for textural contrast in desserts."
2581,CHD-SP-17CAR-X07,CR DECOR FLAKES VERMICELLI/SPLITTER,1001,vermicelli/splitter high cost,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Ice cream and Desserts","Fine strands of chocolate, often used as decorations or for textural contrast in desserts."
2582,CHD-SP-3Z1-E0-U68,ML PAILLETÉS SUPER FINS SPLITTERS 1KG/UC,HALA;1001,Splitters,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","High-gloss chocolate pieces, typically used for premium decorative applications."
2583,CHD-SP-4Z4-2B-U77,ML FLAKES SMALL SPLITTERS 5KG/UC 4UC/BOX,1001;HALA,Splitters,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","High-gloss chocolate pieces, typically used for premium decorative applications."
2584,CHD-SP-4Z4-BR-U73,ML FLAKES SMALL SPLITTERS 1KG/UC 6UC/BOX,1001;HALA,Splitters,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","High-gloss chocolate pieces, typically used for premium decorative applications."
2585,CHD-SP-4Z4-E0-U68,ML FLAKES SMALL SPLITTERS 1KG/UC 6UC/BOX,HALA;1001,Splitters,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","High-gloss chocolate pieces, typically used for premium decorative applications."
2586,CHD-SP-4Z4-E0-U72,ML FLAKES SMALL SPLITTERS 5KG/UC 4UC/BOX,1001;HALA,Splitters,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","High-gloss chocolate pieces, typically used for premium decorative applications."
2587,CHD-SP-5Z1-E0-U68,ML PAILLETÉS FINS SPLITTERS 1KG/UC,HALA;1001,Splitters,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","High-gloss chocolate pieces, typically used for premium decorative applications."
